,,,,
ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR 2010,,,,
Valores de las variables,,,,
,,,,
Código,Descripción del código,Valor,Etiqueta,
,,2145,Ingeniero en motores de locomotoras,
,,2145,Ingeniero mecánico en aeronáutica,
,,2145,Ingeniero mecánico en agricultura,
,,2145,Ingeniero mecánico en automotores,
,,2145,Ingeniero mecánico en automóviles,
,,2145,Ingeniero mecánico en calefacción,
,,2145,Ingeniero mecánico en climatización,
,,2145,Ingeniero mecánico en construcción naval,
,,2145,Ingeniero mecánico en de locomotoras a vapor,
,,2145,Ingeniero mecánico en de reacción,
,,2145,Ingeniero mecánico en diesel,
,,2145,Ingeniero mecánico en energía nuclear,
,,2145,Ingeniero mecánico en instrumentos científicos,
,,2145,Ingeniero mecánico en maquinaria y herramienta industrial,
,,2145,Ingeniero mecánico en marinos,
,,2145,Ingeniero mecánico en mecánica de precisión,
,,2145,Ingeniero mecánico en refrigeración,
,,2145,Ingeniero mecánico en turbinas de gas,
,,2145,Ingeniero mecánico en ventilación,
,,2145,Ingeniero mecánico en y equipo para barcos,
,,2145,"Ingeniero, naval",
,,2145,"Tecnólogo, mecánica",
,,2145,"Tecnólogo, soldadura",
,,2146,Ingenieros químicos,
,,2146,Ingeniero en petróleo,
,,2146,Ingeniero químico en alimentos y bebidas,
,,2146,Ingeniero químico en carburantes,
,,2146,Ingeniero químico en caucho,
,,2146,Ingeniero químico en colores y pinturas,
,,2146,Ingeniero químico en fibras textiles,
,,2146,Ingeniero químico en industrias,
,,2146,Ingeniero químico en material plástico,
,,2146,Ingeniero químico en papel,
,,2146,Ingeniero químico en petróleo y gas natural,
,,2146,Ingeniero químico en producción y distribución de gas,
,,2146,"Ingeniero, textil",
,,2146,"Tecnólogo, alimentos y bebidas",
,,2146,"Tecnólogo, carburantes",
,,2146,"Tecnólogo, caucho",
,,2146,"Tecnólogo, cervecerías",
,,2146,"Tecnólogo, fabricación",
,,2146,"Tecnólogo, fabricación de neumáticos",
,,2146,"Tecnólogo, fibras artificiales y sintéticas",
,,2146,"Tecnólogo, materias plásticas",
,,2146,"Tecnólogo, papel",
,,2146,"Tecnólogo, pinturas",
,,2146,"Tecnólogo, polímeros",
,,2147,Ingenieros de minas y metalúrgicos y afines,
,,2147,Ingeniero en fundición,
,,2147,Ingeniero en minas,
,,2147,Ingeniero en minas / carbón,
,,2147,Ingeniero en minas / diamantes,
,,2147,Ingeniero en minas / metales,
,,2147,Ingeniero en minas / petróleo y gas natural,
,,2147,Ingeniero en perforaciones / pozos de petróleo y de gas,
,,2147,Ingeniero en siderurgia,
,,2147,"Ingeniero metalúrgico, minerales radiactivos",
,,2147,"Ingeniero metalúrgico, producción y afino / metales",
,,2147,"Ingeniero metalúrgico, tratamiento de los metales",
,,2147,"Tecnólogo, metalurgia / producción y afino (metales)",
,,2148,Cartógrafos y agrimensores,
,,2148,Agrimensor,
,,2148,Agrimensor aerofotografo,
,,2148,Agrimensor catastral,
,,2148,Agrimensor geodésico,
,,2148,Agrimensor hidrógrafo,
,,2148,Agrimensor minas,
,,2148,Agrimensor topografía,
,,2148,Agrimensor topografía aérea,
,,2148,Agrimensor topógrafo,
,,2148,Apeador,
,,2148,Cartógrafo,
,,2148,Cartógrafo marina,
,,2148,Fotogrametrista,
,,2148,"Topógrafo, (no incluye ingenieros topógrafos)",
,,2148,"Topógrafo, foto geometría",
,,2148,"Topógrafo, hidrográfico",
,,2148,"Topógrafo, suelos",
,,2149,"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes",
,,2149,Analista de comunicaciones / excepto computadoras,
,,2149,Analista de sistemas / excepto informáticos,
,,2149,Creador sistemas / excepto informáticos,
,,2149,Ingeniero en cemento,
,,2149,Ingeniero en cerámica,
,,2149,Ingeniero en eficiencia comercial,
,,2149,Ingeniero en eficiencia industrial,
,,2149,Ingeniero en estudio de tiempos y movimientos,
,,2149,Ingeniero en estudio de trabajo,
,,2149,Ingeniero en imprenta,
,,2149,Ingeniero en métodos,
,,2149,Ingeniero en organización / calculo de costos,
,,2149,Ingeniero en organización industrial,
,,2149,Ingeniero en organización y métodos,
,,2149,Ingeniero en planificación,
,,2149,Ingeniero en producción,
,,2149,Ingeniero en robótica,
,,2149,Ingeniero en seguridad,
,,2149,Ingeniero en sistemas / excepto informáticos,
,,2149,"Ingeniero, asesor organización industrial",
,,2149,"Ingeniero, industrial",
,,2149,"Tecnólogo, cemento",
,,2149,"Tecnólogo, cerámica",
,,2149,"Tecnólogo, cuero",
,,2149,"Tecnólogo, embalaje",
,,2149,"Tecnólogo, imprenta",
,,2149,"Tecnólogo, madera",
,,2149,"Tecnólogo, textiles",
,,2149,"Tecnólogo, vidrio",
,,2149,"Verificador, cantidad",
,,2211,"Biólogos, botánicos, zoólogos y afines",
,,2211,Analista de suelos,
,,2211,Bacteriólogo,
,,2211,Bacteriólogo en agricultura,
,,2211,Bacteriólogo en alimentación,
,,2211,Bacteriólogo en farmacia,
,,2211,Bacteriólogo en industria,
,,2211,Bacteriólogo en industrias / lácteas,
,,2211,Bacteriólogo en medicina,
,,2211,Bacteriólogo en medicina / veterinaria,
,,2211,Bacteriólogo en pesca,
,,2211,Bacteriólogo en suelos,
,,2211,Biólogo,
,,2211,"Biólogo, fauna de agua dulce",
,,2211,"Biólogo, fauna marina",
,,2211,"Biólogo, genética",
,,2211,"Biólogo, hidrobiología",
,,2211,"Biólogo, molecular",
,,2211,Botánico,
,,2211,Citologo,
,,2211,"Citologo, botánica",
,,2211,"Citologo, zoología",
,,2211,Ecología,
,,2211,Ecologista,
,,2211,Ecologista botánica,
,,2211,Ecologista zoología,
,,2211,Economista,
,,2211,Embriologo,
,,2211,Entomólogo,
,,2211,Genética,
,,2211,Genetista,
,,2211,Genetista botánica,
,,2211,Genetista zoólogo,
,,2211,Hidrobiologo,
,,2211,Histología,
,,2211,Histólogo,
,,2211,Histólogo animales,
,,2211,Histólogo plantas,
,,2211,Ictiólogo,
,,2211,Ingeniero en genética,
,,2211,Inmunólogo,
,,2211,Mamalogista,
,,2211,Micología,
,,2211,Micólogo,
,,2211,Microbiólogo,
,,2211,Ornitólogo,
,,2211,Parasitólogo,
,,2211,Piscicultor zoólogo,
,,2211,Suelos,
,,2211,Taxonomía,
,,2211,Taxonomista,
,,2211,"Taxonomista, animales",
,,2211,"Taxonomista, plantas",
,,2211,Zoólogo,
,,2211,"Zoólogo, embriología",
,,2211,"Zoólogo, entomología",
,,2211,"Zoólogo, histología",
,,2211,"Zoólogo, ictiología",
,,2211,"Zoólogo, mamalogista",
,,2211,"Zoólogo, ornitología",
,,2211,"Zoólogo, parasitología",
,,2211,"Zoólogo, piscicultura",
,,2211,"Zoólogo, taxonomía",
,,2212,"Farmacólogos, patólogos y afines",
,,2212,Anatomista,
,,2212,Biofísico,
,,2212,Bioquímico,
,,2212,Endocrinólogo,
,,2212,Epidemiólogo,
,,2212,Farmacólogo,
,,2212,Fisiólogo,
,,2212,Fisiólogo en animales,
,,2212,Fisiólogo en endocrinología,
,,2212,Fisiólogo en epidemiologia,
,,2212,Fisiólogo en neurología,
,,2212,Fisiólogo en plantas,
,,2212,Histopatologo,
,,2212,Neuropatologo,
,,2212,Patólogo,
,,2212,"Patólogo, animales",
,,2212,"Patólogo, cirugía",
,,2212,"Patólogo, forense",
,,2212,"Patólogo, histopatología",
,,2212,"Patólogo, medicina",
,,2212,"Patólogo, medicina / veterinaria",
,,2212,"Patólogo, neuropatología",
,,2212,"Patólogo, patología clínica",
,,2212,"Patólogo, plantas",
,,2212,Toxicólogo,
,,2213,Agrónomos y afines,
,,2213,Agrimensor agro logo,
,,2213,Agrónomo arboricultor,
,,2213,Agrónomo conservador de la naturaleza,
,,2213,Agrónomo ecólogo,
,,2213,Agrónomo edafólogo,
,,2213,Agrónomo floricultor,
,,2213,Agrónomo horticultor,
,,2213,Agrónomo silvicultor,
,,2213,Edafólogo,
,,2213,"Ingeniero, agrónomo",
,,2213,"Ingeniero, forestal",
,,2213,Oleicultor,
,,2213,Pomicultor,
,,2213,Silvicultor,
,,2213,Zootécnico,
,,2213,Zootecnista,
,,2221,Médicos,
,,2221,Alienista,
,,2221,Alópata,
,,2221,Anestesista,
,,2221,Cardiólogo,
,,2221,Cirujano cardiología,
,,2221,Cirujano cirugía general,
,,2221,Cirujano cirugía plástica,
,,2221,Cirujano dentista,
,,2221,Cirujano especialista,
,,2221,Cirujano general,
,,2221,Cirujano neurocirugía,
,,2221,Cirujano ortopedia,
,,2221,Cirujano osteópata,
,,2221,Cirujano tórax,
,,2221,"Consejero medico, seguros",
,,2221,Dermatólogo,
,,2221,Ginecólogo,
,,2221,Médico,
,,2221,"Médico, anestesia",
,,2221,"Médico, anestesista",
,,2221,"Médico, cardiología",
,,2221,"Médico, consejero / seguridad social",
,,2221,"Médico, consejero / seguros médicos",
,,2221,"Médico, dermatología",
,,2221,"Médico, especialista",
,,2221,"Médico, estomatología",
,,2221,"Médico, forense",
,,2221,"Médico, gastroenterólogo",
,,2221,"Médico, ginecología",
,,2221,"Médico, medicina general",
,,2221,"Médico, neumólogo",
,,2221,"Médico, obstetricia",
,,2221,"Médico, oftalmología",
,,2221,"Médico, osteopatía",
,,2221,"Médico, otorrinolaringología",
,,2221,"Médico, pediatría",
,,2221,"Médico, psiquiatría",
,,2221,"Médico, radiología",
,,2221,"Médico, salud pública",
,,2221,Neurocirujano,
,,2221,Neurólogo,
,,2221,Obstetra,
,,2221,Oftalmólogo,
,,2221,Ortofonía especialista,
,,2221,Ortoptia especialista,
,,2221,Otorrinolaringólogo,
,,2221,Pediatra,
,,2221,Psiquiatra,
,,2221,Puericultor,
,,2221,Radiólogo,
,,2221,Tocólogo,
,,2221,Urólogo,
,,2221,Venereólogo,
,,2222,Odontólogos,
,,2222,Cirujano bucodental,
,,2222,Cirujano dental,
,,2222,Dentista,
,,2222,Dentista en ortodoncia,
,,2222,Dentista en pedodoncia,
,,2222,Dentista en periodoncia,
,,2222,Dentista en prótesis dentales,
,,2222,"Medico, odontólogo",
,,2222,Odontólogo,
,,2222,Odontólogo salud pública,
,,2223,Veterinarios,
,,2223,Boticario,
,,2223,Farmacéutico comercio,
,,2223,Farmacéutico hospital,
,,2223,Veterinario,
,,2223,Veterinario cirugía,
,,2223,Veterinario epidemiologia,
,,2223,Veterinario salud pública,
,,2224,Farmacéuticos,
,,2224,Farmacéutico,
,,2229,"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes",
,,2230,Personal de enfermería y partería de nivel superior,
,,2230,Persona de partería y enfermería,
,,2230,Comadrona graduada,
,,2230,Comadrona nivel superior,
,,2230,Enfermera nivel superior / asistencia a domicilio,
,,2230,Enfermera nivel superior / clínica,
,,2230,Enfermera nivel superior / consultorio,
,,2230,Enfermera nivel superior / empresa industrial,
,,2230,Enfermera nivel superior / especializada,
,,2230,Enfermera nivel superior / establecimiento de enseñanza,
,,2230,Enfermera nivel superior / higiene del trabajo,
,,2230,Enfermera nivel superior / hospital,
,,2230,Enfermera nivel superior / maternidad,
,,2230,Enfermera nivel superior / obstetricia,
,,2230,Enfermera nivel superior / ortopedia,
,,2230,Enfermera nivel superior / psiquiatría,
,,2230,Enfermera nivel superior / puericultura,
,,2230,Enfermera nivel superior / salud pública,
,,2230,Enfermera nivel superior / servicio de salud e higiene en el trabajo,
,,2230,Enfermera nivel superior / supervisión,
,,2230,Enfermero especializado,
,,2230,Enfermero graduado,
,,2230,Enfermero jefe / hospital,
,,2230,Matrona nivel superior (se clasifica entre las enfermeras),
,,2230,Partera nivel superior,
,,2230,Partero diplomado,
,,2310,Profesores de universidades y otros establecimientos de la enseñanza superior,
,,2310,"Catedrático, universitario",
,,2310,Encargado de curso de enseñanza superior,
,,2310,Encargado de curso universidad,
,,2310,Maestro de música,
,,2310,Profesor enseñanza superior ciencias técnicas en electricidad,
,,2310,Profesor enseñanza superior ciencias técnicas en electrónica,
,,2310,Profesor enseñanza superior ciencias técnicas en ingeniería civil,
,,2310,Profesor enseñanza superior ciencias técnicas en química,
,,2310,Profesor enseñanza superior ciencias técnicas en tecnología,
,,2310,Profesor enseñanza superior ciencias técnicas en tecnología aplicada,
,,2310,Profesor enseñanza superior ciencias técnicas en telecomunicaciones,
,,2310,"Profesor enseñanza superior ciencias, biológicas",
,,2310,"Profesor enseñanza superior ciencias, económicas",
,,2310,"Profesor enseñanza superior ciencias, físicas y químicas",
,,2310,"Profesor enseñanza superior ciencias, forenses",
,,2310,"Profesor enseñanza superior ciencias, medicas",
,,2310,"Profesor enseñanza superior ciencias, militares",
,,2310,"Profesor enseñanza superior ciencias, políticas",
,,2310,"Profesor enseñanza superior ciencias, sociales",
,,2310,"Profesor enseñanza superior, administración pública",
,,2310,"Profesor enseñanza superior, agricultura",
,,2310,"Profesor enseñanza superior, agronomía",
,,2310,"Profesor enseñanza superior, anatomía",
,,2310,"Profesor enseñanza superior, antropología",
,,2310,"Profesor enseñanza superior, arqueología",
,,2310,"Profesor enseñanza superior, arquitectura",
,,2310,"Profesor enseñanza superior, arte dramático",
,,2310,"Profesor enseñanza superior, artes industriales",
,,2310,"Profesor enseñanza superior, astronomía",
,,2310,"Profesor enseñanza superior, bacteriología",
,,2310,"Profesor enseñanza superior, bellas artes",
,,2310,"Profesor enseñanza superior, biblioteconomía",
,,2310,"Profesor enseñanza superior, biología",
,,2310,"Profesor enseñanza superior, bioquímica",
,,2310,"Profesor enseñanza superior, botánica",
,,2310,"Profesor enseñanza superior, comercialización",
,,2310,"Profesor enseñanza superior, conservatorio",
,,2310,"Profesor enseñanza superior, contabilidad",
,,2310,"Profesor enseñanza superior, cría de ganado",
,,2310,"Profesor enseñanza superior, demografía",
,,2310,"Profesor enseñanza superior, derecho",
,,2310,"Profesor enseñanza superior, desarrollo comunitario",
,,2310,"Profesor enseñanza superior, desarrollo forestal",
,,2310,"Profesor enseñanza superior, dibujo industrial",
,,2310,"Profesor enseñanza superior, dietética",
,,2310,"Profesor enseñanza superior, economía",
,,2310,"Profesor enseñanza superior, economía domestica",
,,2310,"Profesor enseñanza superior, economía y comercio",
,,2310,"Profesor enseñanza superior, elaboración de alimentos",
,,2310,"Profesor enseñanza superior, enfermería",
,,2310,"Profesor enseñanza superior, entomología",
,,2310,"Profesor enseñanza superior, terapéutica paramédica",
,,2310,"Profesor enseñanza superior, ergoterapia",
,,2310,"Profesor enseñanza superior, escultura",
,,2310,"Profesor enseñanza superior, estadística",
,,2310,"Profesor enseñanza superior, estudios comerciales",
,,2310,"Profesor enseñanza superior, estudios internacionales",
,,2310,"Profesor enseñanza superior, farmacia",
,,2310,"Profesor enseñanza superior, farmacología",
,,2310,"Profesor enseñanza superior, filología",
,,2310,"Profesor enseñanza superior, filosofía",
